IncidentID,County,RdwyNumber,Street,RoadwayName,StreetSfx,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,Section,Before/After Construction
33577224,HARDIN,US0031W,,DIXIE,AVE,37.73123279,-85.8857179,19.7,7/23/2024,1552,2,2,0,0,CLOUDY,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,After
33756608,HARDIN,US0031W,,DIXIE,AVE,37.73189784,-85.8859487,19.757,7/23/2024,1347,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,After
33594787,HARDIN,US0031W,,DIXIE,AVE,37.74582073,-85.89250419,20.772,7/28/2024,1134,1,1,0,1,RAINING,WET,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,KY 3005 to Crutz Lane,After
33756615,HARDIN,US0031W,,DIXIE,AVE,37.73161938,-85.88591312,19.738,7/29/2024,1425,3,3,0,1,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,After
33756625,HARDIN,US0031W,,DIXIE,AVE,37.72832311,-85.88427418,19.492,8/1/2024,800,2,2,0,0,RAINING,WET,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,After
33736437,HARDIN,US0031W,,DIXIE,AVE,37.73188257,-85.88601537,19.757,8/15/2024,554,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,KY 3005 to Crutz Lane,After
33736436,HARDIN,US0031W,,DIXIE,AVE,37.73416383,-85.88688766,19.92,8/15/2024,1301,2,2,0,0,CLEAR,DRY,TRUE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,After
33676369,HARDIN,US0031W,,DIXIE,AVE,37.73771331,-85.88864528,20.204,8/15/2024,2323,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,KY 3005 to Crutz Lane,After
33911950,HARDIN,US0031W,,DIXIE,AVE,37.73317874,-85.88673561,19.851,8/20/2024,1556,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,After
33756410,HARDIN,US0031W,,DIXIE,AVE,37.7344235,-85.8872982,19.962,8/24/2024,1442,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,After
33737513,HARDIN,US0031W,,DIXIE,AVE,37.7456684,-85.89268321,20.765,8/27/2024,1551,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,After
33736471,HARDIN,US0031W,,DIXIE,AVE,37.73813293,-85.88913523,20.23,8/28/2024,1119,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,After
33911968,HARDIN,US0031W,,DIXIE,AVE,37.73276435,-85.8864823,19.822,8/29/2024,1941,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,After
19725687,HARDIN,US0031W,,DIXIE,AVE,37.74165,-85.8906,20.458,4/29/2017,1550,5,5,0,3,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & GRADE,DAYLIGHT,KY 3005 to Crutz Lane,Before
20927180,HARDIN,US0031W,,DIXIE,AVE,37.7422928,-85.8910266,20.517,11/9/2017,1250,2,2,0,3,CLEAR,DRY,FALSE,,REAR END,STRAIGHT & GRADE,DAYLIGHT,KY 3005 to Crutz Lane,Before
19661658,HARDIN,US0031W,,DIXIE,AVE,37.7457555,-85.8927278,20.772,5/2/2017,1540,3,3,0,2,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19789810,HARDIN,US0031W,,DIXIE,AVE,37.7395164,-85.8895431,20.315,5/12/2017,1237,2,2,0,2,RAINING,WET,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
20218066,HARDIN,US0031W,,DIXIE,AVE,37.74130124,-85.89044861,20.431,7/3/2017,2227,2,2,0,2,CLOUDY,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & HILLCREST,DARK-HWY LIGHTED/ON,KY 3005 to Crutz Lane,Before
20693376,HARDIN,US0031W,,DIXIE,AVE,37.7282967,-85.8840206,19.479,10/7/2017,1743,2,2,0,2,CLEAR,DRY,FALSE,,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
20956878,HARDIN,US0031W,,DIXIE,AVE,37.7406421,-85.8901246,20.389,11/1/2017,2039,2,2,0,2,CLEAR,DRY,FALSE,,REAR END,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,KY 3005 to Crutz Lane,Before
22976169,HARDIN,US0031W,,DIXIE,AVE,37.7329445,-85.8865551,19.834,12/15/2017,2104,2,2,0,2,CLEAR,DRY,FALSE,,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,KY 3005 to Crutz Lane,Before
23422087,HARDIN,US0031W,,DIXIE,AVE,37.72822314,-85.88421959,19.485,5/14/2018,752,2,2,0,2,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
23674343,HARDIN,US0031W,,DIXIE,AVE,37.73483778,-85.88733299,20,6/15/2018,1403,3,1,0,2,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & GRADE,DAYLIGHT,KY 3005 to Crutz Lane,Before
23976934,HARDIN,US0031W,,DIXIE,AVE,37.74161213,-85.89084752,20.469,9/5/2018,130,2,2,0,2,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,KY 3005 to Crutz Lane,Before
19173016,HARDIN,US0031W,,DIXIE,AVE,37.7368737,-85.888074,20.163,2/24/2017,1151,2,2,0,1,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,KY 3005 to Crutz Lane,Before
19229922,HARDIN,US0031W,,DIXIE,AVE,37.7380239,-85.8888256,20.219,2/26/2017,1559,2,2,0,1,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,KY 3005 to Crutz Lane,Before
19218607,HARDIN,US0031W,,DIXIE,AVE,37.7340626,-85.8868179,19.906,3/1/2017,1859,3,3,0,1,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & GRADE,DUSK,KY 3005 to Crutz Lane,Before
20004256,HARDIN,US0031W,,DIXIE,AVE,37.7302179,-85.8850337,19.627,5/27/2017,1210,2,2,0,1,CLOUDY,DRY,FALSE,ANGLE COLLISION - BOTH VEHICLES GOING STRAIGHT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19937007,HARDIN,US0031W,,DIXIE,AVE,37.74137099,-85.89080136,20.416,6/2/2017,240,1,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,KY 3005 to Crutz Lane,Before
20048921,HARDIN,US0031W,,DIXIE,AVE,37.73982472,-85.88971428,20.336,6/15/2017,1558,3,3,0,1,CLOUDY,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
22633943,HARDIN,US0031W,1600,DIXIE,AVE,37.73628007,-85.88795204,20.133,11/21/2017,1312,2,2,0,1,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & HILLCREST,DAYLIGHT,KY 3005 to Crutz Lane,Before
21079819,HARDIN,US0031W,,DIXIE,AVE,37.745774,-85.8924891,20.772,12/2/2017,2136,2,2,0,1,CLEAR,DRY,FALSE,,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,KY 3005 to Crutz Lane,Before
22725584,HARDIN,US0031W,,DIXIE,AVE,37.74113826,-85.89034872,20.421,1/5/2018,1419,3,3,0,1,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & GRADE,DAYLIGHT,KY 3005 to Crutz Lane,Before
22793401,HARDIN,US0031W,,DIXIE,AVE,37.737425,-85.88850206,20.19,1/19/2018,1833,3,3,0,1,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,KY 3005 to Crutz Lane,Before
22797687,HARDIN,US0031W,,DIXIE,AVE,37.7325103,-85.8863535,19.805,1/25/2018,1252,3,3,0,1,CLEAR,DRY,FALSE,,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
23121406,HARDIN,US0031W,,DIXIE,AVE,37.74273168,-85.89108042,20.54,3/19/2018,146,2,2,0,1,CLOUDY,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & HILLCREST,DARK-HWY NOT LIGHTED,KY 3005 to Crutz Lane,Before
23457921,HARDIN,US0031W,,DIXIE,AVE,37.74583073,-85.89250785,20.773,4/14/2018,1638,3,3,0,1,CLOUDY,WET,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
23372059,HARDIN,US0031W,,DIXIE,AVE,37.7340556,-85.88710448,19.872,4/27/2018,1327,2,2,0,1,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
23384890,HARDIN,US0031W,,DIXIE,AVE,37.73124048,-85.88546694,19.704,5/1/2018,707,2,2,0,1,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
23392693,HARDIN,US0031W,,DIXIE,AVE,37.73170054,-85.8859474,19.744,5/5/2018,1120,3,3,0,1,RAINING,WET,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
23764091,HARDIN,US0031W,,DIXIE,AVE,37.72923694,-85.88470697,19.56,8/1/2018,1547,2,2,0,1,CLOUDY,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
26298803,HARDIN,US0031W,,DIXIE,AVE,37.7291317,-85.8846603,19.552,9/12/2018,1713,2,1,0,1,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
32127484,HARDIN,US0031W,,DIXIE,AVE,37.73801742,-85.88882518,20.219,9/22/2018,1709,2,1,0,1,RAINING,WET,TRUE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
24178165,HARDIN,US0031W,,DIXIE,AVE,37.7283491,-85.88426756,19.494,10/13/2018,2210,2,1,0,1,RAINING,DRY,TRUE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,KY 3005 to Crutz Lane,Before
24200636,HARDIN,US0031W,,DIXIE,AVE,37.74582255,-85.89249386,20.773,10/13/2018,1741,2,2,0,1,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
24425427,HARDIN,US0031W,,DIXIE,AVE,37.72893234,-85.88453806,19.537,12/25/2018,1840,2,2,0,1,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,KY 3005 to Crutz Lane,Before
24425431,HARDIN,US0031W,,DIXIE,AVE,37.74598747,-85.89285835,20.79,12/27/2018,1146,3,3,0,1,CLOUDY,WET,TRUE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
18886480,HARDIN,US0031W,,DIXIE,AVE,37.7327531,-85.8864722,19.822,1/2/2017,1357,2,2,0,0,RAINING,WET,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
18865551,HARDIN,US0031W,,DIXIE,AVE,37.7312489,-85.8854583,19.704,1/8/2017,0,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,KY 3005 to Crutz Lane,Before
18980346,HARDIN,US0031W,,DIXIE,AVE,37.7332966,-85.886703,19.858,1/18/2017,1734,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
18968666,HARDIN,US0031W,,DIXIE,AVE,37.7411245,-85.890347,20.42,1/20/2017,1812,2,2,0,0,CLOUDY,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,KY 3005 to Crutz Lane,Before
20402983,HARDIN,US0031W,,DIXIE,AVE,37.7465525,-85.8929875,20.832,1/20/2017,1202,2,2,0,0,CLEAR,DRY,FALSE,,REAR END,STRAIGHT & HILLCREST,DAYLIGHT,KY 3005 to Crutz Lane,Before
18981393,HARDIN,US0031W,,DIXIE,AVE,37.7398255,-85.889744,20.336,1/22/2017,1637,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & GRADE,DAYLIGHT,KY 3005 to Crutz Lane,Before
19063939,HARDIN,US0031W,,DIXIE,AVE,37.7286095,-85.8844265,19.514,1/31/2017,1143,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & GRADE,DAYLIGHT,KY 3005 to Crutz Lane,Before
19173001,HARDIN,US0031W,,DIXIE,AVE,37.7311639,-85.8856898,19.703,2/13/2017,1415,2,2,0,0,CLEAR,DRY,FALSE,REAR END - OTHER,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19145172,HARDIN,US0031W,,DIXIE,AVE,37.7347108,-85.8874479,19.992,2/19/2017,1350,3,3,0,0,CLOUDY,WET,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
20007857,HARDIN,US0031W,,DIXIE,AVE,37.7311767,-85.8856876,19.704,2/27/2017,628,2,2,0,0,RAINING,WET,FALSE,ANGLE COLLISION - BOTH VEHICLES GOING STRAIGHT,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,KY 3005 to Crutz Lane,Before
19428813,HARDIN,US0031W,,DIXIE,AVE,37.7284604,-85.88434,19.502,2/28/2017,1432,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19218604,HARDIN,US0031W,,DIXIE,AVE,37.7308903,-85.8855475,19.683,2/28/2017,1553,3,3,0,0,CLOUDY,WET,FALSE,REAR END IN TRAFFIC ONE VEHICLE STOPPED,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19258292,HARDIN,US0031W,,DIXIE,AVE,37.73349,-85.8868407,19.872,3/8/2017,1128,3,3,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC ONE VEHICLE STOPPED,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19394809,HARDIN,US0031W,,DIXIE,AVE,37.7371702,-85.8883841,20.178,3/11/2017,1657,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19387415,HARDIN,US0031W,,DIXIE,AVE,37.742063,-85.8910223,20.502,3/13/2017,1550,2,2,0,0,CLOUDY,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19394814,HARDIN,US0031W,,DIXIE,AVE,37.728271,-85.8840426,19.481,3/17/2017,1348,2,2,0,0,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & GRADE,DAYLIGHT,KY 3005 to Crutz Lane,Before
19352991,HARDIN,US0031W,,DIXIE,AVE,37.7307825,-85.8852929,19.67,3/22/2017,1146,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC ONE VEHICLE STOPPED,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19398158,HARDIN,US0031W,,DIXIE,AVE,37.7402329,-85.8899221,20.363,3/23/2017,1132,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19428818,HARDIN,US0031W,,DIXIE,AVE,37.7284706,-85.8843038,19.503,3/28/2017,1656,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC ONE VEHICLE STOPPED,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19390145,HARDIN,US0031W,,DIXIE,AVE,37.7312681,-85.8857357,19.711,3/28/2017,1537,2,2,0,0,CLOUDY,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19409248,HARDIN,US0031W,,DIXIE,AVE,37.7459751,-85.892884,20.79,3/30/2017,1235,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19428823,HARDIN,US0031W,,DIXIE,AVE,37.7359421,-85.8877909,20.105,4/1/2017,1551,3,3,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,KY 3005 to Crutz Lane,Before
19515265,HARDIN,US0031W,,DIXIE,AVE,37.7282679,-85.8842534,19.488,4/7/2017,910,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19515317,HARDIN,US0031W,,DIXIE,AVE,37.7403906,-85.8899792,20.372,4/7/2017,1704,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,KY 3005 to Crutz Lane,Before
19517512,HARDIN,US0031W,,DIXIE,AVE,37.7320534,-85.8861261,19.771,4/8/2017,2127,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,KY 3005 to Crutz Lane,Before
19519349,HARDIN,US0031W,,DIXIE,AVE,37.7322929,-85.8862719,19.789,4/11/2017,1734,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19517074,HARDIN,US0031W,,DIXIE,AVE,37.7445538,-85.8922684,20.686,4/13/2017,852,2,2,0,0,CLEAR,DRY,TRUE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19545381,HARDIN,US0031W,,DIXIE,AVE,37.7289052,-85.8845671,19.536,4/14/2017,2351,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,KY 3005 to Crutz Lane,Before
19517710,HARDIN,US0031W,,DIXIE,AVE,37.7326109,-85.886405,19.813,4/14/2017,1748,2,2,0,0,CLEAR,DRY,FALSE,REAR END - OTHER,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19514981,HARDIN,US0031W,,DIXIE,AVE,37.7360636,-85.8881147,20.121,4/14/2017,1515,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19550808,HARDIN,US0031W,,DIXIE,AVE,37.7357433,-85.8879546,20.095,4/21/2017,652,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING RIGHT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19652156,HARDIN,US0031W,,DIXIE,AVE,37.7282236,-85.8842277,19.486,4/24/2017,1555,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19606604,HARDIN,US0031W,,DIXIE,AVE,37.7340496,-85.8870879,19.921,4/29/2017,1303,2,2,0,0,CLOUDY,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING RIGHT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19661614,HARDIN,US0031W,,DIXIE,AVE,37.7283994,-85.884313,19.498,5/6/2017,2135,2,2,0,0,CLOUDY,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,KY 3005 to Crutz Lane,Before
19652171,HARDIN,US0031W,,DIXIE,AVE,37.7460878,-85.8929126,20.798,5/6/2017,1114,2,2,0,0,RAINING,WET,FALSE,REAR END - OTHER,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19746415,HARDIN,US0031W,,DIXIE,AVE,37.7288535,-85.8841911,19.519,5/13/2017,1236,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC ONE VEHICLE STOPPED,REAR END,STRAIGHT & GRADE,DAYLIGHT,KY 3005 to Crutz Lane,Before
19877107,HARDIN,US0031W,,DIXIE,AVE,37.7379977,-85.8888719,20.218,5/21/2017,1515,2,2,0,0,CLOUDY,WET,FALSE,REAR END - OTHER,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19890962,HARDIN,US0031W,,DIXIE,AVE,37.74101757,-85.89029649,20.413,5/27/2017,1223,2,2,0,0,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & HILLCREST,DAYLIGHT,KY 3005 to Crutz Lane,Before
20009124,HARDIN,US0031W,,DIXIE,AVE,37.72829903,-85.88397728,19.479,5/30/2017,1556,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19941757,HARDIN,US0031W,,DIXIE,AVE,37.74607304,-85.89290067,20.797,6/1/2017,832,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19936992,HARDIN,US0031W,,DIXIE,AVE,37.73077149,-85.88523648,19.668,6/2/2017,2005,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
20004264,HARDIN,US0031W,,DIXIE,AVE,37.7308088,-85.8852461,19.67,6/3/2017,1209,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19937015,HARDIN,US0031W,,DIXIE,AVE,37.74117525,-85.89070076,20.384,6/4/2017,1842,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,KY 3005 to Crutz Lane,Before
19993506,HARDIN,US0031W,,DIXIE,AVE,37.74325461,-85.89135739,20.58,6/4/2017,2044,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & GRADE,DARK-HWY NOT LIGHTED,KY 3005 to Crutz Lane,Before
20004268,HARDIN,US0031W,,DIXIE,AVE,37.7411185,-85.8905988,20.432,6/6/2017,823,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & HILLCREST,DAYLIGHT,KY 3005 to Crutz Lane,Before
