IncidentID,County,RdwyNumber,Street,RoadwayName,StreetSfx,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,Before_After_Construction,CollisionYear
28184326,HARDIN,US0031W,,DIXIE,AVE,37.74450181,-85.89214433,20.68,2/19/2021 0:00,1854,2,2,0,0,CLEAR,WET,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DUSK,Before,2021
28184324,HARDIN,US0031W,,DIXIE,AVE,37.73119603,-85.88547739,19.7,2/13/2021 0:00,1836,2,2,0,0,CLOUDY,DRY,0,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,Before,2021
28109193,HARDIN,US0031W,,DIXIE,AVE,37.73247028,-85.88606638,19.796,2/13/2021 0:00,1232,2,2,0,0,CLOUDY,DRY,1,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2021
27862081,HARDIN,US0031W,,DIXIE,AVE,37.73338808,-85.88678647,19.865,2/13/2021 0:00,1307,2,1,0,0,CLOUDY,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR TO REAR,STRAIGHT & LEVEL,DAYLIGHT,Before,2021
28109197,HARDIN,US0031W,,DIXIE,AVE,37.74575505,-85.89276429,20.786,2/9/2021 0:00,1546,2,2,0,1,CLOUDY,DRY,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2021
27746749,HARDIN,US0031W,,DIXIE,AVE,37.73121373,-85.88544559,19.706,1/23/2021 0:00,1240,2,1,0,0,CLEAR,DRY,0,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,Before,2021
28026196,HARDIN,US0031W,,DIXIE,AVE,37.73278115,-85.88649167,19.824,1/21/2021 0:00,1627,2,2,0,0,CLEAR,DRY,0,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,Before,2021
28026189,HARDIN,US0031W,,DIXIE,AVE,37.74555429,-85.89217064,20.746,1/17/2021 0:00,1635,2,2,0,0,CLOUDY,WET,1,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2021
28184285,HARDIN,US0031W,,DIXIE,AVE,37.73938856,-85.88948261,20.307,1/11/2021 0:00,1747,2,2,0,0,CLEAR,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,Before,2021
28026508,HARDIN,US0031W,,DIXIE,AVE,37.73971921,-85.88992481,20.337,1/6/2021 0:00,1247,2,2,0,0,CLOUDY,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2021
27837952,HARDIN,US0031W,,DIXIE,AVE,37.7318113,-85.88572311,19.746,1/2/2021 0:00,1345,2,2,0,0,CLOUDY,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & GRADE,DAYLIGHT,Before,2021
28026505,HARDIN,US0031W,,DIXIE,AVE,37.73457006,-85.88732197,19.976,1/2/2021 0:00,1819,2,2,0,0,CLEAR,DRY,1,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DUSK,Before,2021
27837958,HARDIN,US0031W,,DIXIE,AVE,37.72836981,-85.88430945,19.496,1/1/2021 0:00,1257,2,1,0,0,CLOUDY,DRY,0,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,Before,2021
28109139,HARDIN,US0031W,,DIXIE,AVE,37.72921661,-85.88472037,19.554,12/30/2020 0:00,1950,2,2,0,0,RAINING,WET,0,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,Before,2020
28026369,HARDIN,US0031W,1815,DIXIE,AVE,37.73598274,-85.88779978,20.108,12/28/2020 0:00,1543,2,2,0,0,CLEAR,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
28109138,HARDIN,US0031W,,DIXIE,AVE,37.74116783,-85.89062239,20.42,12/22/2020 0:00,2249,2,2,0,0,CLEAR,DRY,0,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,Before,2020
27606686,HARDIN,US0031W,,DIXIE,AVE,37.73999956,-85.88979255,20.347,12/18/2020 0:00,1959,2,2,0,0,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,Before,2020
27837937,HARDIN,US0031W,,DIXIE,AVE,37.74525578,-85.89222792,20.729,12/18/2020 0:00,1442,2,2,0,0,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,Before,2020
28184267,HARDIN,US0031W,,DIXIE,AVE,37.74579139,-85.89275648,20.769,12/15/2020 0:00,1704,3,3,0,0,CLOUDY,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & GRADE,DUSK,Before,2020
27601785,HARDIN,US0031W,,DIXIE,AVE,37.73587082,-85.88802379,20.105,12/14/2020 0:00,1228,2,1,0,0,CLOUDY,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & GRADE,DAYLIGHT,Before,2020
28109116,HARDIN,US0031W,,DIXIE,AVE,37.73266966,-85.88634652,19.816,12/14/2020 0:00,1400,3,3,0,0,CLOUDY,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
27585845,HARDIN,US0031W,,DIXIE,AVE,37.73117853,-85.88570908,19.717,12/11/2020 0:00,1125,2,2,0,0,CLEAR,DRY,0,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
27606735,HARDIN,US0031W,,DIXIE,AVE,37.73411569,-85.88714423,19.93,12/11/2020 0:00,1701,2,2,0,0,CLEAR,DRY,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
28109118,HARDIN,US0031W,,DIXIE,AVE,37.73393558,-85.88705739,19.902,12/7/2020 0:00,1622,2,2,0,0,CLEAR,DRY,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
27606732,HARDIN,US0031W,,DIXIE,AVE,37.73258206,-85.88612352,19.804,12/6/2020 0:00,1717,2,2,0,0,CLOUDY,DRY,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,Before,2020
28184245,HARDIN,US0031W,,DIXIE,AVE,37.73132711,-85.88577232,19.694,12/4/2020 0:00,2050,2,2,0,0,CLOUDY,DRY,1,VEHICLE BACKING IN INTERSECTION,BACKING,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
28109092,HARDIN,US0031W,,DIXIE,AVE,37.74549964,-85.89237433,20.748,12/1/2020 0:00,1240,2,2,0,0,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
28109090,HARDIN,US0031W,,DIXIE,AVE,37.73122093,-85.88545511,19.706,11/28/2020 0:00,125,2,2,0,0,CLEAR,DRY,1,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
28109087,HARDIN,US0031W,,DIXIE,AVE,37.74557868,-85.89238568,20.754,11/27/2020 0:00,1158,2,2,0,0,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
28109086,HARDIN,US0031W,,DIXIE,AVE,37.7324331,-85.8863223,19.799,11/27/2020 0:00,801,2,2,0,1,CLOUDY,DRY,0,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
28109101,HARDIN,US0031W,,DIXIE,AVE,37.73927352,-85.88977907,20.306,11/26/2020 0:00,1927,2,2,0,0,CLEAR,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,Before,2020
28109081,HARDIN,US0031W,,DIXIE,AVE,37.74673347,-85.89324564,20.848,11/20/2020 0:00,1812,2,2,0,0,CLEAR,DRY,0,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,Before,2020
27585838,HARDIN,US0031W,,DIXIE,AVE,37.7323997,-85.88631687,19.79,11/18/2020 0:00,1206,2,2,0,0,CLEAR,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
27606787,HARDIN,US0031W,,DIXIE,AVE,37.73611245,-85.88821869,20.126,11/16/2020 0:00,1245,1,1,0,0,CLEAR,DRY,0,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
28026496,HARDIN,US0031W,,DIXIE,AVE,37.73421441,-85.88719452,19.889,11/13/2020 0:00,1200,3,3,0,0,CLEAR,DRY,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
28026498,HARDIN,US0031W,,DIXIE,AVE,37.73077073,-85.88522778,19.668,11/13/2020 0:00,1328,3,3,0,0,CLEAR,DRY,1,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
28026492,HARDIN,US0031W,,DIXIE,AVE,37.73130121,-85.88526254,19.714,11/12/2020 0:00,1057,2,2,0,0,CLEAR,DRY,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
27559502,HARDIN,US0031W,,DIXIE,AVE,37.73107628,-85.88535892,19.691,11/6/2020 0:00,950,2,1,0,0,CLEAR,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
28026489,HARDIN,US0031W,,DIXIE,AVE,37.73249175,-85.8863354,19.804,11/6/2020 0:00,1602,2,2,0,0,CLEAR,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
28109078,HARDIN,US0031W,,DIXIE,AVE,37.73183929,-85.88600784,19.754,11/6/2020 0:00,1802,2,2,0,0,CLEAR,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,Before,2020
28109077,HARDIN,US0031W,,DIXIE,AVE,37.73259652,-85.88613061,19.805,11/3/2020 0:00,1223,2,2,0,0,CLEAR,DRY,1,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
28026449,HARDIN,US0031W,2050,DIXIE,AVE,37.74075553,-85.89041551,20.406,11/1/2020 0:00,1640,2,2,0,0,CLEAR,DRY,0,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
28026446,HARDIN,US0031W,,DIXIE,AVE,37.74344193,-85.8916494,20.603,10/30/2020 0:00,1559,3,3,0,0,CLEAR,DRY,0,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
27606548,HARDIN,US0031W,,DIXIE,AVE,37.74558513,-85.89237547,20.787,10/28/2020 0:00,1327,4,4,0,0,CLOUDY,DRY,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
27455033,HARDIN,US0031W,,DIXIE,AVE,37.74578897,-85.89269491,20.782,10/26/2020 0:00,2229,3,3,0,0,CLEAR,DRY,0,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,Before,2020
28026439,HARDIN,US0031W,,DIXIE,AVE,37.72845498,-85.88430749,19.502,10/25/2020 0:00,1844,2,2,0,0,CLEAR,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DUSK,Before,2020
27377262,HARDIN,US0031W,,DIXIE,AVE,37.73361638,-85.88690059,19.88,10/23/2020 0:00,1115,2,2,0,0,CLEAR,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
28026280,HARDIN,US0031W,,DIXIE,AVE,37.73354183,-85.88676068,19.872,10/18/2020 0:00,1329,2,2,0,0,CLOUDY,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
27384531,HARDIN,US0031W,,DIXIE,AVE,37.73285209,-85.88628496,19.807,10/18/2020 0:00,1214,2,1,0,1,CLOUDY,DRY,0,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
28026266,HARDIN,US0031W,,DIXIE,AVE,37.73066392,-85.88542493,19.666,10/15/2020 0:00,1930,2,2,0,0,CLOUDY,WET,1,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,Before,2020
28026258,HARDIN,US0031W,,DIXIE,AVE,37.7461626,-85.89299274,20.808,10/12/2020 0:00,1552,2,2,0,0,CLOUDY,DRY,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
27585765,HARDIN,US0031W,,DIXIE,AVE,37.74715756,-85.89346409,20.876,10/7/2020 0:00,1123,2,2,0,0,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
27261869,HARDIN,US0031W,,DIXIE,AVE,37.73391453,-85.88677661,19.881,9/25/2020 0:00,1423,2,2,0,0,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
32127420,HARDIN,US0031W,,DIXIE,AVE,37.73071505,-85.88521015,19.663,9/17/2020 0:00,1230,2,1,0,0,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
32127434,HARDIN,US0031W,,DIXIE,AVE,37.73124617,-85.88545979,19.704,9/5/2020 0:00,1349,3,1,0,2,CLEAR,DRY,0,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
27180329,HARDIN,US0031W,,DIXIE,AVE,37.72875846,-85.88447657,19.524,8/31/2020 0:00,1857,2,2,0,0,RAINING,WET,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
27147706,HARDIN,US0031W,,DIXIE,AVE,37.74031444,-85.8902145,20.378,8/26/2020 0:00,1112,2,2,0,0,CLEAR,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & GRADE,DAYLIGHT,Before,2020
27183715,HARDIN,US0031W,,DIXIE,AVE,37.72980461,-85.88476601,19.594,8/21/2020 0:00,1400,2,2,0,0,CLEAR,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & GRADE,DAYLIGHT,Before,2020
27097598,HARDIN,US0031W,,DIXIE,AVE,37.73095172,-85.88526318,19.68,8/8/2020 0:00,1244,2,2,0,0,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
27097661,HARDIN,US0031W,,DIXIE,AVE,37.73275963,-85.88646683,19.822,8/7/2020 0:00,1307,2,2,0,0,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
27097590,HARDIN,US0031W,,DIXIE,AVE,37.73317994,-85.88668119,19.85,8/6/2020 0:00,954,3,3,0,0,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
27097526,HARDIN,US0031W,,DIXIE,AVE,37.73009514,-85.88488889,19.615,8/5/2020 0:00,1409,2,2,0,0,CLEAR,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
27097485,HARDIN,US0031W,,DIXIE,AVE,37.73240405,-85.8862974,19.797,8/1/2020 0:00,1709,2,2,0,0,CLOUDY,WET,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
27097486,HARDIN,US0031W,,DIXIE,AVE,37.7347611,-85.88750406,19.999,8/1/2020 0:00,1828,3,3,0,1,RAINING,WET,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
27147665,HARDIN,US0031W,,DIXIE,AVE,37.73933132,-85.88936612,20.302,7/31/2020 0:00,1445,3,3,0,0,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,Before,2020
27147647,HARDIN,US0031W,,DIXIE,AVE,37.73319776,-85.88671663,19.852,7/26/2020 0:00,1737,2,2,0,0,CLEAR,DRY,1,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
27097478,HARDIN,US0031W,,DIXIE,AVE,37.74709135,-85.89335521,20.874,7/21/2020 0:00,1055,2,2,0,0,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
27097487,HARDIN,US0031W,,DIXIE,AVE,37.72882332,-85.88424147,19.518,7/20/2020 0:00,1354,2,2,0,0,RAINING,WET,1,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
27097476,HARDIN,US0031W,,DIXIE,AVE,37.74836668,-85.89392325,20.953,7/16/2020 0:00,1156,2,2,0,0,CLOUDY,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
26932206,HARDIN,US0031W,,DIXIE,AVE,37.7343537,-85.88729,19.956,7/6/2020 0:00,1526,2,2,0,0,CLEAR,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
26988989,HARDIN,US0031W,,DIXIE,AVE,37.73353315,-85.88684204,19.874,6/30/2020 0:00,1603,2,2,0,0,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
26874677,HARDIN,US0031W,,DIXIE,AVE,37.74185981,-85.89093837,20.485,6/29/2020 0:00,1930,2,2,0,0,CLOUDY,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
26989063,HARDIN,US0031W,,DIXIE,AVE,37.73259879,-85.88614321,19.804,6/22/2020 0:00,1028,2,2,0,0,CLEAR,DRY,0,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
26989091,HARDIN,US0031W,,DIXIE,AVE,37.73381702,-85.88669763,19.886,6/19/2020 0:00,1608,3,3,0,0,CLEAR,DRY,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
26849072,HARDIN,US0031W,,DIXIE,AVE,37.72821353,-85.88421912,19.484,6/12/2020 0:00,1728,2,1,0,0,CLEAR,DRY,0,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
32127421,HARDIN,US0031W,,DIXIE,AVE,37.73388666,-85.88675369,19.883,6/5/2020 0:00,1909,2,1,0,0,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
26730784,HARDIN,US0031W,,DIXIE,AVE,37.74082209,-85.89022365,20.401,5/18/2020 0:00,1620,2,2,0,0,RAINING,WET,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
26730878,HARDIN,US0031W,,DIXIE,AVE,37.7318154,-85.88608415,19.754,5/16/2020 0:00,828,2,2,0,0,CLEAR,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
26642067,HARDIN,US0031W,,DIXIE,AVE,37.73238974,-85.88631835,19.796,4/26/2020 0:00,1737,2,2,0,0,CLOUDY,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
32127429,HARDIN,US0031W,,DIXIE,AVE,37.74129542,-85.89065657,20.445,4/25/2020 0:00,949,2,1,0,1,CLOUDY,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
26627916,HARDIN,US0031W,,DIXIE,AVE,37.73498263,-85.88757663,20.021,4/20/2020 0:00,1120,2,2,0,0,CLEAR,DRY,1,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
26584571,HARDIN,US0031W,,DIXIE,AVE,37.72834981,-85.88428776,19.494,4/6/2020 0:00,1825,2,2,0,0,CLEAR,DRY,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
26798716,HARDIN,US0031W,,DIXIE,AVE,37.73144572,-85.88581475,19.724,3/14/2020 0:00,1546,2,2,0,0,RAINING,WET,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
26513232,HARDIN,US0031W,,DIXIE,AVE,37.73259262,-85.88613104,19.805,3/13/2020 0:00,1254,2,2,0,0,CLEAR,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
32127418,HARDIN,US0031W,,DIXIE,AVE,37.74127975,-85.89066595,20.444,3/10/2020 0:00,1006,2,1,0,0,RAINING,WET,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
26559198,HARDIN,US0031W,,DIXIE,AVE,37.72908845,-85.88450305,19.541,3/7/2020 0:00,1258,2,2,0,0,CLEAR,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
32127374,HARDIN,US0031W,,DIXIE,AVE,37.74694598,-85.89328123,20.863,2/29/2020 0:00,1624,2,1,0,2,CLEAR,DRY,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
26560383,HARDIN,US0031W,,DIXIE,AVE,37.73216981,-85.88587158,19.772,2/29/2020 0:00,1303,2,2,0,0,CLEAR,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
26435510,HARDIN,US0031W,,DIXIE,AVE,37.74333241,-85.891393,20.578,2/25/2020 0:00,1402,2,2,0,0,CLEAR,WET,0,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,Before,2020
26417142,HARDIN,US0031W,,DIXIE,AVE,37.73421132,-85.88716368,19.939,2/22/2020 0:00,1707,2,2,0,0,CLEAR,DRY,0,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
26329314,HARDIN,US0031W,,DIXIE,AVE,37.72923599,-85.8847779,19.561,2/10/2020 0:00,1415,2,2,0,0,CLOUDY,WET,0,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
26331841,HARDIN,US0031W,,DIXIE,AVE,37.73582769,-85.88776761,20.064,2/9/2020 0:00,1443,2,2,0,2,CLEAR,DRY,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & GRADE,DAYLIGHT,Before,2020
26331795,HARDIN,US0031W,,DIXIE,AVE,37.74070325,-85.89039992,20.404,2/8/2020 0:00,1615,2,2,0,0,CLOUDY,DRY,0,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
26331797,HARDIN,US0031W,,DIXIE,AVE,37.73321538,-85.88666228,19.852,2/8/2020 0:00,1843,2,2,0,0,CLOUDY,DRY,0,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,Before,2020
26331214,HARDIN,US0031W,,DIXIE,AVE,37.74472976,-85.89194649,20.689,2/4/2020 0:00,1358,3,3,0,0,RAINING,WET,0,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
26487613,HARDIN,US0031W,,DIXIE,AVE,37.7312449,-85.88546359,19.704,2/1/2020 0:00,1401,2,2,0,0,CLOUDY,DRY,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
26331766,HARDIN,US0031W,,DIXIE,AVE,37.73117397,-85.88573698,19.701,1/31/2020 0:00,1039,2,2,0,0,RAINING,WET,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
26331772,HARDIN,US0031W,,DIXIE,AVE,37.73278868,-85.88618263,19.794,1/31/2020 0:00,1512,2,2,0,0,CLOUDY,WET,0,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,Before,2020
